1 0.06 0.05
6 0.14 0.1
11 0.38 0.17
16 0.43 0.25
21 0.7 0.25
26 1.83 0.41
31 2.19 0.7
36 2.14 0.86
41 4.37 1.42
46 3.58 1.31
51 4.51 1.77
56 7.57 1.86
61 5.73 1.67
66 9.31 2.24
71 9.06 3.59
